id_juego,Titulo,Día y hora,Plataforma,Genero,Compañia,Lanzamiento,Idiomas,Calificación PSN,Número de calificaciones,Calificación 5 estrellas,Calificación 4 estrellas,Calificación 3 estrellas,Calificación 2 estrellas,Calificación 1 estrella,Precio original sin PSN,Precio actual sin PSN,Precio original con PSN,Precio actual con PSN,País Store
10007176,EA SPORTS FC™ 24 Standard Edition PS4 & PS5,2024-03-29T21:11:06.611601,"PS4, PS5",Sport,Electronic Arts Inc,9/29/2023,"English, French (France), Spanish (Mexico)",3.41,62033 ratings,45%,12%,10%,6%,28%,$69.99,$69.99,$69.99,$69.99,USA
228748,Fortnite,2024-03-29T21:11:10.300126,PS5,"Action, Adventure",Epic Games,7/21/2017,"Arabic, English, French (France), German, Italian, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico), Turkish",4.32,6751191 ratings,71%,10%,8%,1%,10%,Free,Free,Free,Free,USA
10005844,Dragon's Dogma 2,2024-03-29T21:11:16.813792,PS5,"Action, Role Playing Games","Capcom U.S.A., Inc.",3/22/2024,"Arabic, English, French (France), German, Italian, Japanese, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico)",4.13,12141 ratings,69%,8%,4%,4%,15%,$69.99,$69.99,$69.99,$69.99,USA
10007788,NBA 2K24 Kobe Bryant Edition for PS5™,2024-03-29T21:11:20.330702,PS5,Sport,2K,9/8/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Spanish",3.1,23229 ratings,35%,13%,12%,8%,33%,$69.99,$17.49,$69.99,Included,USA
10003386,Rise of the Ronin™,2024-03-29T21:11:24.174580,PS5,"Action, Adventure",Sony Interactive Entertainment,3/22/2024,"English, French (France), Japanese, Portuguese (Brazil), Spanish (Mexico)",4.32,5330 ratings,70%,13%,4%,3%,9%,$69.99,$69.99,$69.99,$69.99,USA
10001130,Call of Duty®: Modern Warfare® III - Cross-Gen Bundle,2024-03-29T21:11:28.560035,"PS4, PS5",Action,Activision,11/2/2023,"English, French (France), Portuguese (Brazil), Spanish (Mexico)",4.04,300724 ratings,62%,11%,12%,2%,14%,$69.99,$45.49,$69.99,$45.49,USA
201930,Grand Theft Auto Online (PlayStation®5),2024-03-29T21:11:32.146482,PS5,"Action, Adventure",Rockstar Games,3/15/2022,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Korean, Polish, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico)",4.52,680972 ratings,79%,8%,5%,1%,7%,$39.99,$19.99,$39.99,$19.99,USA
10000657,HELLDIVERS™ 2,2024-03-29T21:11:35.522518,PS5,Action,Sony Interactive Entertainment,2/8/2024,"English, French (France), Portuguese (Brazil), Spanish (Mexico)",4.5,53087 ratings,81%,7%,2%,1%,8%,$39.99,$39.99,$39.99,$39.99,USA
10002427,eFootball™ 2024,2024-03-29T21:11:38.988592,PS5,Sport,"Konami Digital Entertainment, Inc.",9/30/2021,"English, French (France), Portuguese (Brazil), Spanish (Mexico)",3.75,274216 ratings,53%,12%,12%,3%,20%,$19.99,$11.99,$19.99,$11.99,USA
10005275,Honkai: Star Rail,2024-03-29T21:11:43.221856,PS5,"Adventure, Role Playing Games",COGNOSPHERE PTE. LTD.,10/10/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Japanese, Korean, Portuguese (Brazil), Russian, Spanish (Mexico)",4.59,14859 ratings,83%,8%,2%,1%,6%,Free,Free,Free,Free,USA
209441,Red Dead Redemption 2,2024-03-29T21:11:46.475480,PS4,"Action, Adventure, Unique",Rockstar Games,10/26/2018,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Korean, Polish, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico)",4.71,231147 ratings,88%,5%,2%,1%,4%,$59.99,$19.79,$59.99,$19.79,USA
10000956,Gran Turismo® 7,2024-03-29T21:11:49.903881,"PS4, PS5",Driving/Racing,Sony Interactive Entertainment,3/4/2022,"English, French (France), Japanese, Portuguese (Brazil), Spanish (Mexico)",4.35,18085 ratings,71%,13%,5%,2%,9%,$69.99,$39.89,$69.99,$39.89,USA
232447,Hogwarts Legacy PS5 Version,2024-03-29T21:11:54.357084,PS5,Unique,Warner Bros. Interactive,2/10/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), Japanese, Korean, Portuguese (Brazil), Spanish (Mexico)",4.5,32898 ratings,72%,17%,6%,2%,4%,$69.99,$34.99,$69.99,$34.99,USA
10002788,UFC® 5,2024-03-29T21:11:59.483622,PS5,Fighting,Electronic Arts Inc,10/26/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Portuguese (Brazil), Spanish, Spanish (Mexico)",3.01,6677 ratings,31%,16%,12%,9%,34%,$69.99,$41.99,$69.99,$41.99,USA
232352,Apex Legends™ PS5™,2024-03-29T21:12:03.855757,PS5,"Action, Shooter",Electronic Arts Inc,2/8/2022,"Arabic, Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Polish, Portuguese (Brazil), Russian, Spanish",4.13,761144 ratings,65%,12%,8%,2%,13%,Free,Free,Free,Free,USA
203897,Tom Clancy's Rainbow Six® Siege Deluxe Edition,2024-03-29T21:12:07.455034,"PS4, PS5","Action, Shooter",Ubisoft Entertainment,3/12/2024,No hay información,4.34,259815 ratings,73%,10%,5%,2%,11%,$39.99,$39.99,$39.99,$39.99,USA
212779,Minecraft,2024-03-29T21:12:11.907045,PS4,Adventure,Mojang,12/10/2019,"Bulgarian, Chinese (Simplified), Chinese (Traditional), Czech, Danish, Dutch, English, Finnish, French (Canada), German, Greek, Hungarian, Italian, Japanese, Korean, Polish, Portuguese (Brazil), Portuguese (Portugal), Russian, Slovenian, Spanish, Spanish (Mexico), Swedish, Turkish, Ukrainian",4.32,1561865 ratings,72%,9%,7%,1%,11%,$19.99,$19.99,$19.99,$19.99,USA
10007978,WWE 2K24 Cross-Gen Digital Edition,2024-03-29T21:12:18.026788,"PS4, PS5",Sport,2K,3/8/2024,No hay información,4.62,2414 ratings,82%,9%,3%,1%,5%,$69.99,$69.99,$69.99,$69.99,USA
10009025,Planet Zoo,2024-03-29T21:12:22.708988,PS5,"Casual, Family, Simulation",Frontier Developments PLC,3/26/2024,"Chinese (Simplified), Chinese (Traditional), Czech, Danish, Dutch, English, French (France), German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese (Brazil), Spanish, Spanish (Mexico), Swedish",4.71,507 ratings,87%,6%,2%,1%,4%,$49.99,$49.99,$49.99,$49.99,USA
223118,Roblox,2024-03-29T21:12:26.837527,PS4,Unique,ROBLOX Corporation,10/10/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Portuguese (Brazil), Spanish",4.24,264735 ratings,68%,9%,11%,1%,10%,Free,Free,Free,Free,USA
10002313,The Crew™ Motorfest Standard Edition - Cross-Gen Bundle,2024-03-29T21:12:30.402477,"PS4, PS5",Driving/Racing,Ubisoft Entertainment,9/14/2023,"English, French (France), Portuguese (Brazil), Spanish",4.28,18115 ratings,69%,13%,6%,2%,10%,$79.99,$39.99,$79.99,$39.99,USA
10000333,ELDEN RING PS4 & PS5,2024-03-29T21:12:38.406076,"PS4, PS5",Role Playing Games,Bandai Namco Entertainment America Inc.,2/25/2022,"English, French (France), Portuguese (Brazil), Spanish",4.72,65285 ratings,89%,4%,1%,1%,5%,$59.99,$59.99,$59.99,$59.99,USA
10003999,FINAL FANTASY VII REBIRTH,2024-03-29T21:12:41.867211,PS5,Role Playing Games,SQUARE ENIX CO. LTD.,2/29/2024,"English, French (France), German, Italian, Japanese, Portuguese (Brazil), Spanish, Spanish (Mexico)",4.76,25689 ratings,91%,3%,2%,1%,4%,$69.99,$69.99,$69.99,$69.99,USA
10000896,Genshin Impact,2024-03-29T21:12:46.069984,"PS4, PS5","Action, Adventure, Role Playing Games",COGNOSPHERE PTE. LTD.,4/27/2021,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Korean, Portuguese (Portugal), Russian, Spanish, Thai, Turkish, Vietnamese",4.42,327281 ratings,76%,9%,5%,1%,9%,Free,Free,Free,Free,USA
10007460,Baldur's Gate 3,2024-03-29T21:12:50.612034,PS5,Role Playing Games,Larian Studios Games Ltd,9/6/2023,"Chinese (Simplified), Chinese (Traditional), English, French (France), German, Italian, Japanese, Polish, Portuguese (Brazil), Russian, Spanish, Spanish (Mexico), Turkish, Ukrainian",4.82,43770 ratings,92%,3%,1%,1%,3%,$69.99,$69.99,$69.99,$69.99,USA
203715,Rocket League®,2024-03-29T21:12:54.339576,PS4,"Sport, Action, Driving/Racing",Psyonix Inc,7/7/2015,"Dutch, English, French (France), German, Italian, Japanese, Korean, Polish, Portuguese (Portugal), Russian, Spanish, Turkish",4.37,1100991 ratings,71%,12%,8%,1%,8%,Free,Free,Free,Free,USA
